,PropertyValue2014,PropertyValue2015,PropertyValue2016,PropertyValue2017,PropertyValue2018
2077,37.6175,40.9201,43.934,44.757,46.4703
2078,40.7787,42.1769,43.4311,44.8425,46.7268
2079,41.8764,43.4663,44.9055,46.6854,48.6178
2080,37.38455,38.64295,40.2461,41.6447,43.76205
2081,42.41055,44.97535,46.216,48.2096,50.57705
2082,37.1217,38.5681,40.369,42.1434,44.3717
2083,38.6208,40.4356,41.9418,44.1408,46.2201
2084,48.78125,50.8,52.3678,54.20435,56.5432
2085,28.3,29.47025,31.183,32.4723,34.3339
2086,42.7805,44.2837,46.0048,48.2204,50.0977
2087,50.5382,52.2392,54.6189,58.1408,61.2
2088,41.3795,43.2739,45.1677,46.2595,50.6001
2089,54.491,57.9119,60.1967,63.6212,66.5782
2090,51.129,53.4953,56.5662,60.0651,63.7551
2091,44.23195,45.90535,47.3451,49.51605,52.3995
2092,43.0074,44.2498,46.0811,48.128,50.6688
2093,31.8947,33.8776,35.5337,37.0908,38.6937
2094,31.7347,33.7705,35.49645,36.4421,37.90095
2095,33.8514,35.6456,37.2308,38.8036,40.4207
2096,31.83665,33.5316,34.523,36.3143,38.8224
2097,51.9513,56.0988,60,64.1959,68.9495
2098,66.9062,70.6776,74.1856,79.5442,84.9031
2099,81.03555,85.57945,90.50755,95.5068,101.309
2100,103.8678,110.14155,115.09585,121.45895,128.1365
2101,92.7173,96.7149,100.3171,105.4381,110.3903
2102,59.097,61.3782,63.29375,66.57805,70.08765
2103,59.92465,62.8927,65.36155,70.06895,73.6014
2104,89.19535,92.8957,94.11635,96.39365,99.20695
2105,45.7626,47.43285,49.24365,50.768,53.7255
2106,56.19545,58.69385,61.37125,63.9782,67.12875
2107,48.7854,50.8172,53,55.6997,58.3998
2108,83.288,86.55165,90.6629,95.22495,99.1459
2109,151.1,162.601,173.9201,183.7367,189.7368
2110,68.0498,70.8886,73.9836,77.3638,81.0465
2111,35.7964,37.9384,39.302,41.4436,43.35
2112,70.45385,72.7345,75.4526,79.93335,84.94395
2113,57.5313,63.2,66.5466,70.4746,74.2623
2114,49.1996,53.7011,57.64295,62.8735,67.51805
2115,49.2883,52.0901,54.1127,55.7647,60.3226
2116,37.39945,39.5397,43.06815,45.96235,48.16865
2117,63.7525,68.1378,73.6021,79.8667,83.4259
2118,50.1991,55.3124,58.6,63.2943,67.5327
2119,38.4,41.35475,43.5084,45.9,48.41425
2120,231.966,246.3078,260.9583,275.9763,291.8538
2121,277.8933,297.0345,316.5064,334.2273,351.4232
2122,82.24785,91.8045,96.2837,102.44915,108.70575
2123,72.06295,75.82775,80.9301,83.66385,88.8108
2124,77.5708,82.3551,87.3568,90.162,94.8958
2125,79.9561,82.7479,86.4885,90.6768,95.3806
2126,99.6101,105.34875,110.6114,118.5051,125.3651
2127,22.1421,22.5844,22.9288,23.3873,25.3768
2128,146.53975,153.57665,160.29435,169.97625,182.22685
2129,61.3165,64.0166,67.1164,70.4577,74.07
2130,49.747,53.4067,55.0546,57.1421,60.559
2131,82.7031,88.4636,94.6374,100.1468,108.2669
2132,65.48,68.1402,70.5807,73.6989,77.8998
2133,54.8689,57.46275,60.46135,62.22565,65.11265
2134,52.0248,54.83125,57.28615,61.1345,62.815
2135,74.943,78.8411,81.99565,85.7007,90.6996
2136,52.6492,55.3122,58.1534,61.8439,64.676
2137,46.7858,48,50.3249,53.1289,55.6613
2138,61.1726,63.95105,67.5148,73.27275,77.41485
2139,40.8523,42.6687,46.0467,48.348,51.3404
2140,46.1083,48.492,50.8508,54.7,58.5883
2141,125.25,130.4425,137.9631,144.9775,173.7616
2142,47.7784,48.9847,51.2002,53.2636,55.9569
2143,54.95105,58.5257,61.0588,63.66865,67.3664
2144,49.5772,52.8036,54.7525,57.502,59.7227
2145,54.8837,57.8707,60.2002,63.1084,66.9986
2146,51.3525,53.83295,56.4394,59.85515,63.52115
2147,32.65665,34.52205,36.6925,40.029,43.3981
2148,36.92745,38.18245,40.14965,42.37825,44.8528
2149,24.4291,26.0218,27.5269,29.2531,30.6314
2150,37.3317,39.7469,42.0093,44.36755,46.67105
2151,38.67175,41.0362,43.1995,45.44015,47.9449
2152,46.7576,49.295,51.4005,53.6801,55.3896
2153,33.6363,35.3733,37.80475,40.48285,43.72775
2154,36.93065,38.24395,40.55815,42.4561,45.99295
2155,0,0,0,0,0
2156,27.9,29.4975,31.4836,33.7996,35.3735
2157,46.58645,48.3895,50.1452,52.8817,55.75575
2158,30.7631,32.0474,34.0075,35.7947,37.85805
2159,28.8856,30.8356,32.4207,34.0334,35.762
2160,49.6255,51.5317,53.6766,55.7194,58.02655
2161,10.9554,11.2521,11.54435,11.79295,12.2499
2162,83.8687,88.9,91.9918,95.035,98.9262
2163,63.68815,66.74845,68.969,71.7774,77.0221
2164,71.2722,74.4265,76.8858,80.547,83.1335
2165,40.4751,42.1069,43.8312,45.6002,47.606
2166,41.3159,43.38455,45.8741,48.0285,50.47655
2167,58.67805,63.04665,65.32155,68.46825,70.6723
2168,29.4984,31.3643,32.7671,34.5895,36.4408
2169,37.5,38.7546,41.5359,42.9409,45.8462
2170,35.16755,36.9226,38.48255,40.4103,42.039
2171,5.7373,6.14255,6.1612,6.68445,7.0401
2172,45.25105,46.898,48.4107,49.72645,51.92155
2173,56.3563,58.4133,60.323,63.1687,66.0091
2174,26.50695,27.21685,28.97795,30.7295,32.566
2175,82.0402,85.8732,89.9969,96.0829,102.7136
2176,38.16045,39.3978,40.72235,42.15935,43.59165
2177,72.56025,76.5376,79.2981,83.5378,91.6342
2178,59.6742,62.6388,66.2987,70.1392,74.0573
2179,1.00445,1.01,1.01,1.00005,0.9881
2180,6.6414,6.9651,7.1557,7.61165,7.9404
2181,5.5736,5.7478,5.8407,6.0599,6.2238
2182,1.6961,1.73,1.7539,1.7001,1.6475
2183,3.04645,3.0766,3.11585,3.1693,3.1801
2184,11.0705,12.0084,12.5389,13.2573,14.0964
2185,16,17.1432,18.1081,18.9867,19.8586
2186,13.341,14.2923,14.8225,15.81,16.87
2187,14.40105,15.5284,16.0506,16.8943,17.70345
2188,13.34105,14.38015,15.25195,16.25595,17.17705
2189,16.321,18,19.1398,20.2966,21.3895
2190,8.4237,9.1901,9.8313,10.3501,10.7169
2191,13.6874,14.4985,15.3095,16.0031,16.90005
2192,10.8001,11.69975,12.53855,13.2328,13.947
2193,6.8444,7.3889,8.0769,8.5633,8.9959
2194,12.5042,13.4,14.0428,14.8002,15.7381
2195,12.8078,13.425,13.9567,14.5346,15.2334
2196,9.1576,10.10305,10.919,11.88275,12.96045
2197,10.0453,10.7143,11.2304,11.9088,12.4636
2198,13.0483,13.3601,13.6068,14.64,16.4245
2199,15.15,15.77095,16.49,17.61775,18.71245
2200,13.3,14.1776,15,16.0509,16.9756
2201,9.055,9.80535,10.5383,11.2679,12.14465
2202,11.6012,12.57765,13.59855,14.589,15.68355
2203,8.9,9.87375,10.42325,11.4681,12.39225
2204,2.5713,2.6362,2.7045,2.7718,2.8487
2205,0,0,0,0,0
2206,20.8918,22.4112,23.4048,24.8918,26.2443
2207,15.38315,16.6235,17.5,18.683,20.03275
2208,15.49725,16.11,16.7653,17.662,18.4187
2209,19.04005,19.85155,20.83495,21.7481,22.72985
2210,14.6754,15.4567,16.1233,17.3971,18.7179
2211,15.8,16.8388,17.6638,19.1496,20.2377
2212,17.473,18.9707,19.7399,20.753,22.0076
2213,17.8607,18.955,19.60115,20.602,21.7373
2214,17.9006,18.56315,19.404,20.3283,21.3318
2215,1.7833,1.8047,1.8213,1.8268,1.8371
2216,1.8081,1.7996,1.8156,1.7659,1.7313
2217,26.262,27.14,28.1383,29.5288,30.3354
2218,1.91715,1.928,1.9812,2.0009,2.06825
2219,5.7982,5.9124,6.2152,6.3401,6.5635
2220,3.5231,3.6517,3.62905,3.6279,3.67845
2221,13.7621,15.364,15.968,16.8995,17.9563
2222,29.55,31.61845,32.9878,34.4566,36.64015
2223,5.1848,5.2456,5.3197,5.432,5.7222
2224,19.7507,20.9018,22.95265,26.07445,29.2395
2225,21.7985,23.0772,23.9314,25.3497,26.418
2226,16.0726,16.9059,17.7199,18.9363,20.1181
2227,22.5,24.4,25.7432,27.4415,29.0492
2228,24.9,26.4,27.9134,29.4003,30.8416
2229,22.87665,24.09155,25.1229,26.51,27.58805
2230,27.3,28.6033,30.3217,31.8,33.6256
2231,20.1244,21.9264,22.792,23.7092,24.822
2232,9.824,10.90295,11.42375,12.09555,12.88595
2233,10.2942,10.5304,10.818,11.73,12.9867
2234,12.8,13.4315,14.015,14.7919,15.606
2235,7.2168,7.76,8.3094,8.7204,9.3428
2236,8.1768,8.8489,9.36,9.9933,10.7611
2237,11.1,12.3393,12.99245,13.568,14.0718
2238,13.7,14.86475,15.64775,16.6826,17.4315
2239,9.3414,10.0361,10.7459,11.6638,12.6817
2240,14.1,16.2,17.32635,18.4163,19.5408
2241,13.064,13.70315,14.18315,14.91935,15.6443
2242,13.7,14.9303,15.5976,16.29045,17.0156
2243,13.7,14.6445,15.3431,16.0152,16.8892
2244,17.9005,19.14795,20.00015,20.92615,22.0776
2245,14.3,15.7809,16.4978,17.2823,18.1035
2246,14.78,16.11,16.9695,18.1772,19.0658
2247,13.7425,14.5185,14.916,15.58515,16.322
2248,15,15.8375,16.6437,17.6558,18.207
2249,15.80495,16.61475,17.1319,18.14225,18.7692
2250,16.07195,17.01455,17.9483,19.02435,19.87945
2251,13.062,13.62185,14.12625,14.67485,15.67715
2252,13.4798,14.3443,15.0565,15.6885,16.371
2253,16.4923,18,18.7325,19.6288,20.5828
2254,24.5274,26.0577,27.0001,28.4972,29.6616
2255,14.4921,15.2929,15.8877,16.6277,17.452
2256,30.5991,32.0069,33.26,34.8559,36.3071
2257,26.0294,26.8417,27.5737,28.6385,29.8099
2258,63.4564,65.638,68.2609,70.55,73.1765
2259,35.53,37.0907,38.1546,39.1451,40.5865
2260,0.227,0.2315,0.235,0.2397,0.2444
2261,3.33,3.4733,3.6406,3.6538,3.7666
2262,17.1068,17.69615,18.2584,18.8904,19.6132
2263,1.5741,1.5911,1.5925,1.5904,1.6208
2264,0,0,0,0,0
2265,1.30325,1.3713,1.40115,1.3856,1.4589
2266,33.4333,38.1851,41.3803,42.7959,44.8909
2267,41.9738,43.36655,44.7808,47.20805,49.0113
2268,43.8483,46.1967,47.72765,49.14415,50.9215
2269,24.7619,26.0215,27.0042,28.6273,29.9577
2270,29.57765,30.74365,31.59645,32.77335,33.7714
2271,30.55265,31.896,32.77735,34.26035,35.3944
2272,25.7472,26.7267,28.0023,28.9955,30.1529
2273,18.972,19.8983,20.4534,21.1406,21.2794
2274,32.1455,35.1892,36.5641,38.1636,39.6005
2275,25.6157,26.3427,26.9661,27.97255,29.10945
2276,25.06965,25.70925,26.1473,27.99,30.50975
2277,16.3797,17.7791,18.9,19.988,21.9123
2278,33.8478,36.69705,39.37595,43.0299,46.33965
2279,1.2458,1.31735,1.3374,1.48275,4.225
2280,27.9386,29.4872,30.0838,31.1414,32.4441
2281,22.98515,24.0782,25.04975,26.22315,27.5972
2282,25.0007,26.117,27.2642,28.334,29.2096
2283,19.10275,19.68765,20.2391,21.187,22.06145
2284,15.6766,16.8608,17.7388,18.7536,19.7753
2285,33.61155,34.8496,35.89045,37.10815,38.7727
2286,35.657,38.8326,40.6792,43,44.6112
2287,23.659,24.4259,25.4336,26.7046,28.1353
2288,22.9283,24.14765,25.321,26.92425,28.82
2289,43.595,46.4196,47.7897,49.3,52.3
2290,26.5863,28.0242,28.7013,29.601,30.4207
2291,34.7632,36.452,37.608,38.76,40.5
2292,9.4211,9.52,10.4023,12.2277,12.9017
2293,30.1315,30.8612,31.6158,32.73605,33.99115
2294,1.1368,1.1024,1.16205,1.16315,1.138
2295,52.5614,60,63.595,66.00345,68.4583
2296,37.6,41.17825,42.48745,44.225,45.7775
2297,36.1663,37.55125,39.28935,40.81875,42.4854
2298,47.4946,49.1196,50.2344,52.637,54.5884
2299,28.16175,29.25435,30.03575,31.174,32.1726
2300,31.57885,32.82165,34.31615,35.5962,37.38855
2301,39.41205,40.45455,41.3789,42.57215,44.4
2302,38.55205,39.6478,41.60915,42.60535,45.07445
2303,33.6914,35.4864,36.8776,38.1715,39.60405
2304,36.86185,39.0625,40.27495,41.6231,43.29835
2305,44.3307,46.4871,48.1521,50.4571,52.0606
2306,0,0,0,0,0
2307,1.51955,1.5295,1.58135,1.5572,1.5842
2308,39.00315,40.96815,42.4872,44.1081,46.26355
2309,25.40825,26.30225,27.6732,29.0446,30.3442
2310,33.3004,34.4,35.8293,37.23,39.0453
2311,28.29105,29.14145,29.93035,30.84005,31.8203
2312,37.4172,37.7311,40.21865,41.54,43.18825
2313,24.591,28.5,31.9295,37.2,40.5
2314,28.9415,30.3205,31.25,32.8084,34.2413
2315,27.6806,29.0693,30.0303,32.41,33.829
2316,30.9208,32.275,33.2467,34.5348,36.086
2317,18.9294,19.6804,20.9066,22.3406,23.70745
2318,28.6605,30.3584,31.5744,33.048,34.8565
2319,23.61755,25.07545,26.07745,27.21325,28.32605
2320,17.20165,18.7068,19.7247,20.21215,21.46065
2321,50.2691,51.7918,53.5824,55.5322,57.3463
2322,50.2121,51.7325,53.6,55.8786,57.9006
2323,0,0,0,0,0
2324,0.5682,0.5911,0.6158,0.66,0.6908
2325,0,0,0,0,0
2326,39.3451,40.1311,40.743,41.5578,46.8816
2327,11.7301,11.9644,12.1468,12.3897,12.6374
2328,0,0,0,0,0
2329,2.6,2.6847,2.7256,2.7882,2.9131
2330,468.5903,477.9527,485.2414,494.9462,504.8451
2331,0,0,0,0,0
2332,29,29.5794,30.0304,30.631,31.2436
2333,86.5517,89.6974,91.8869,95.37245,97.2792
2334,0,0,0,0,0
2335,1.13,1.15255,1.17005,1.1934,1.2172
2336,165.4071,168.7118,172,176.5,193.9727
2337,1.3969,1.7648,1.9552,1.8275,2.0828
2338,13.8662,14.1432,14.3588,30,30.6
2339,27.2314,28.3519,31.0678,33.2769,33.6248
2340,17.5757,20.0698,20.3758,20.7832,21.1987
2341,0,0,0,0,0
2342,0,0,0,0,0
2343,0,0,0,0,0
2344,0,0,0,0,0
2345,28.8956,29.4729,30.1633,31.4279,32.53195
2346,60.7453,61.9589,63.2,67.502,68.852
2347,1.53965,1.57035,1.59425,1.7245,1.75895
2348,0,0,0,0,0
2349,335.9964,342.7096,347.9359,354.8946,361.9924
2350,0,0,0,0,0
2351,0,0,0,0,0
2352,0,0,0,0,0
